,text,language
244," ‘To be sure.  He’s pretty well, too. ’

‘Has he come home, sir?’ I inquired. 

‘From India?’ said the Doctor. ’ I knew enough of Mr. 
Jack Maldon to suspect from this account that it was a place where there
was not much to do, and which was pretty well paid",english
245,"

— Écartez-vous, jeune homme, cria Jussac, qui sans doute à ses gestes
et à l’expression de son visage avait deviné le dessein de d’Artagnan. 
Vous pouvez vous retirer, nous y consentons.  Sauvez votre peau; allez
vite",french
246,"

Porthos ne sentit point cette raillerie et la prit pour une naïveté
dont il rit dans sa grosse moustache.  Mme Coquenard, qui savait que le
procureur naïf était une variété fort rare dans l’espèce, sourit un peu
et rougit beaucoup",french
247,"

Grimaud se leva et obéit. 

«Pour vous punir d’avoir parlé sans permission, mon ami, vous allez
manger ce morceau de papier, puis, pour vous récompenser du service que
vous nous aurez rendu, vous boirez ensuite ce verre de vin; voici la
lettre d’abord, mâchez avec énergie",french
248,"

— C’est cela, le malheureux aura tout perdu. 

— Jusqu’à son cheval, monsieur, car lorsque l’étranger a été pour
partir, nous nous sommes aperçus que son laquais sellait le cheval de
M.  Porthos.  Alors nous lui en avons fait l’observation, mais il nous a
répondu que nous nous mêlions de ce qui ne nous regardait pas et que ce
cheval était à lui",french
249," Barkis’s box), and told me that
Miss Betsey lived near Dover, but whether at Dover itself, at Hythe,
Sandgate, or Folkestone, she could not say.  For this express reason, I had borrowed the half-guinea, that
I might not be without a fund for my travelling-expenses",english
250,"

Elle contenait une demi-ligne, d’une écriture toute britannique et
d’une concision toute spartiate:

«_Thank you, be easy. 

— Ce n’est pas faute que j’aie inventé bien des moyens de le serrer,
dit Planchet",french
251," Ainsi, messieurs, pas un mot de plus sur cette affaire.  On n’entendait que le cri de:
Vivent les gardes! Vivent les mousquetaires! M.  de Busigny était venu
le premier serrer la main à Athos et reconnaître que le pari était
perdu",french
252,"»

D’Artagnan fit une mine assez maussade. 

«Cela vous contrarie? dit Athos. 

— Mais oui, je vous l’avoue, reprit d’Artagnan; ce cheval devait servir
à nous faire reconnaître un jour de bataille; c’était un gage, un
souvenir",french
253,"

‘Not such a one as this, Mr.  Copperfield wouldn’t have liked,’ said
Peggotty.  ‘That I say, and that I swear!’

‘Good Heavens!’ cried my mother, ‘you’ll drive me mad! Was ever any
poor girl so ill-used by her servants as I am! Why do I do myself
the injustice of calling myself a girl? Have I never been married,
Peggotty?’

‘God knows you have, ma’am,’ returned Peggotty",english
254,"”

‘She come,’ said Mr.  Peggotty, dropping his voice to an
awe-stricken whisper, ‘to London.  She--as had never seen it in her
life--alone--without a penny--young--so pretty--come to London.  A’most
the moment as she lighted heer, all so desolate, she found (as she
believed) a friend; a decent woman as spoke to her about the needle-work
as she had been brought up to do, about finding plenty of it fur her,
about a lodging fur the night, and making secret inquiration concerning
of me and all at home, tomorrow",english
255," Elle était de fort
méchante humeur, d’Artagnan se douta que c’était le défaut de réponse
de M.  de Wardes qui l’agaçait ainsi.  Ketty entra; mais Milady la reçut
fort durement.  Un coup d’oeil qu’elle lança à d’Artagnan voulait dire:
Vous voyez ce que je souffre pour vous",french
256,"»

C’était en effet la pire maladie de Louis XIII, qui souvent prenait un
de ses courtisans, l’attirait à une fenêtre et lui disait: «Monsieur un
tel, ennuyons-nous ensemble.  Nous lançons un cerf dix cors, nous le courons six heures, et
quand il est prêt à tenir, quand Saint-Simon met déjà le cor à sa
bouche pour sonner l’hallali, crac! toute la meute prend le change et
s’emporte sur un daguet",french
257,"

Mais cette promesse était bien vague et ne rassurait guère d’Artagnan. 

Athos ne sortait pas de sa chambre; il était résolu à ne pas risquer
une enjambée pour s’équiper. 

«Il nous reste quinze jours, disait-il à ses amis; eh bien, si au bout
de ces quinze jours je n’ai rien trouvé, ou plutôt si rien n’est venu
me trouver, comme je suis trop bon catholique pour me casser la tête
d’un coup de pistolet, je chercherai une bonne querelle à quatre gardes
de Son Éminence ou à huit Anglais, et je me battrai jusqu’à ce qu’il y
en ait un qui me tue, ce qui, sur la quantité, ne peut manquer de
m’arriver",french
258," Encore une semaine avec votre ami dans ma cave, et
nous sommes ruinés. 

— Sans doute qu’on l’aura troublé, dit d’Artagnan.  Ma femme alors aura sollicité de M. 
Athos la permission d’entrer pour satisfaire ces messieurs; et il aura
refusé comme de coutume",french
259," Jack Maldon.  She is perfectly exquisite.  Besides which, she is so
charmingly ugly,’ relapsing into languor. 

The Doctor, ever pleased with what was likely to please his young wife,
turned to her and said:

‘You must go, Annie",english
260," Porthos aurait donné dix années
de sa vie pour posséder cette épée. 

Un jour qu’il avait rendez-vous avec une duchesse, il essaya même de
l’emprunter à Athos.  Athos, sans rien dire, vida ses poches, ramassa
tous ses bijoux: bourses, aiguillettes et chaînes d’or, il offrit tout
à Porthos; mais quant à l’épée, lui dit-il, elle était scellée à sa
place et ne devait la quitter que lorsque son maître quitterait
lui-même son logement",french
261,"C. ’ With this missive
(which I was in twenty minds at once about recalling, as soon as it was
out of my hands), the ticket-porter at last departed. 

If the day were half as tremendous to any other professional gentleman
in Doctors’ Commons as it was to me, I sincerely believe he made some
expiation for his share in that rotten old ecclesiastical cheese",english
262," Then she
looked at me, and said:

‘Is that your boy, sister-in-law?’

My mother acknowledged me. 

‘Generally speaking,’ said Miss Murdstone, ‘I don’t like boys.  How d’ye
do, boy?’

Under these encouraging circumstances, I replied that I was very well,
and that I hoped she was the same; with such an indifferent grace, that
Miss Murdstone disposed of me in two words:

‘Wants manner!’

Having uttered which, with great distinctness, she begged the favour of
being shown to her room, which became to me from that time forth a place
of awe and dread, wherein the two black boxes were never seen open or
known to be left unlocked, and where (for I peeped in once or twice when
she was out) numerous little steel fetters and rivets, with which Miss
Murdstone embellished herself when she was dressed, generally hung upon
the looking-glass in formidable array",english
263,"
What is best suited to a person of Mr.  Micawber’s peculiar temperament
is, I am convinced, a certainty. ’

Traddles and I both expressed, by a feeling murmur, that this great
discovery was no doubt true of Mr",english
264,"

— Je n’y ai pas manqué, mes révérends, répondit le jeune homme en leur
rendant leur salut à son tour. 

— Vous arrivez à propos, cher d’Artagnan, dit Aramis, et vous allez, en
prenant part à la discussion, l’éclairer de vos lumières",french
265," Micawber returned to the King’s Bench when his case was over, as
some fees were to be settled, and some formalities observed, before he
could be actually released.  The club received him with transport, and
held an harmonic meeting that evening in his honour; while Mrs",english
266," The mad gentleman looked on, out of my little window; Mr. 
Chillip’s baby wagged its heavy head, and rolled its goggle eyes, at
the clergyman, over its nurse’s shoulder; Mr.  Omer breathed short in
the background; no one else was there; and it was very quiet",english
267,"

«Eh bien? dit Athos. 

— Eh bien, répondit d’Artagnan en se courbant vers l’oreille d’Athos et
en baissant la voix, Milady est marquée d’une fleur de lis à l’épaule. 

— Ah! cria le mousquetaire comme s’il eût reçu une balle dans le coeur",french
268,"»

Et le roi Louis XIII releva fièrement sa moustache en se posant sur la
hanche. 

— Brave jeune homme! murmura le roi. 

— En effet, il demeura avec eux; et Votre Majesté a là un si ferme
champion, que ce fut lui qui donna à Jussac ce terrible coup d’épée qui
met si fort en colère M",french
269," Le grand Pompée a
perdu celle de Pharsale, et le roi François Ier, qui, à ce que j’ai
entendu dire, en valait bien un autre, a perdu cependant celle de
Pavie. 

— Et j’ai l’honneur de vous assurer que j’en ai tué un avec sa propre
épée, dit Aramis, car la mienne s’est brisée à la première parade… Tué
ou poignardé, monsieur, comme il vous sera agréable",french
270,"

How merry little Em’ly made herself about it! With what a demure
assumption of being immensely older and wiser than I, the fairy little
woman said I was ‘a silly boy’; and then laughed so charmingly that
I forgot the pain of being called by that disparaging name, in the
pleasure of looking at her",english
271,"

— Elle est dans un couvent, dites-vous? reprit Porthos. 

— Oui. 

— Eh bien, aussitôt le siège fini, nous l’enlevons de ce couvent. 

— Alors, dit Aramis, je me charge, moi, d’en avoir des nouvelles",french
272," And don’t any of you
speak to me!’ With that she smoothed her dress, and sat, with her
upright carriage, looking at the door. 

‘Well, Mr.  and Mrs.  Micawber!’ said my aunt, when they entered.  ‘We have
been discussing your emigration, with many apologies to you for keeping
you out of the room so long; and I’ll tell you what arrangements we
propose",english
273,"

‘Light-headed, aunt!’ I could only repeat this daring speculation
with the same kind of feeling with which I had repeated the preceding
question. 

‘Well, well!’ said my aunt.  ‘I only ask.  I don’t depreciate her",english
274," Gummidge, ‘I shall
be allus here, and everythink will look accordin’ to your wishes.  I’m a
poor scholar, but I shall write to you, odd times, when you’re away, and
send my letters to Mas’r Davy.  Maybe you’ll write to me too, Dan’l, odd
times, and tell me how you fare to feel upon your lone lorn journies",english
275," I was very merry, I know;
but it was hollow merriment.  I attached myself to a young creature in
pink, with little eyes, and flirted with her desperately.  She received
my attentions with favour; but whether on my account solely, or because
she had any designs on Red Whisker, I can’t say",english
276,"

«Jeune homme, dit-il à d’Artagnan, un conseil. 

— Lequel?

— Vous pourriez être inquiété pour ce qui vient de se passer. 

— Vous croyez?

— Oui.  Avez-vous quelque ami dont la pendule retarde?

— Eh bien?

— Allez le voir pour qu’il puisse témoigner que vous étiez chez lui à
neuf heures et demie",french
277," Tenez, voyez, les rubans qui les soutenaient ont été coupés avec
des ciseaux. 

— Si Milord pouvait se douter qui a commis le vol… Peut-être la
personne les a-t-elle encore entre les mains. 

— Attendez, attendez! s’écria le duc",french
278," Il demanda où étaient
les maîtres; on lui dit que les maîtres avaient passé la nuit dans
l’auberge et réglaient leur compte à cette heure avec le maître. 

Athos descendit pour payer la dépense, tandis que d’Artagnan et
Planchet se tenaient sur la porte de la rue; l’hôtelier était dans une
chambre basse et reculée, on pria Athos d’y passer",french
279,"

— Au moins n’en dites-vous pas de bien. 

— C’est que je ne suis pas son amie, dit-elle en soupirant, mais sa
victime. 

— Mais cependant cette lettre par laquelle il vous recommande à moi?…

— Est un ordre à moi de me tenir dans une espèce de prison dont il me
fera tirer par quelques-uns de ses satellites",french
280," Micawber. ’

I acceded to this the more readily, because I now reproached myself with
having treated her former letter rather lightly.  It had set me thinking
a good deal at the time, as I have mentioned in its place; but my
absorption in my own affairs, my experience of the family, and my
hearing nothing more, had gradually ended in my dismissing the subject",english
281,"

— Et il est au For-l’Évêque? dit le roi. 

— Oui, Sire, et au secret, dans un cachot, comme le dernier des
criminels. 

— Diable! diable! murmura le roi, que faut-il faire?

— Signer l’ordre de mise en liberté, et tout sera dit, reprit le
cardinal; je crois, comme Votre Majesté, que la garantie de M",french
282,"’


‘What do you think of that letter?’ said Traddles, casting his eyes upon
me, when I had read it twice. 

‘What do you think of the other?’ said I.  For he was still reading it
with knitted brows.  Poor thing!’ he was
now alluding to Mrs",english
283,"
This troubled me the more for a long time, because I had soon told
Steerforth, from whom I could no more keep such a secret, than I could
keep a cake or any other tangible possession, about the two old women
Mr",english
284," She took me in both her arms, and squeezed me
to her stays until the pressure on my nose was extremely painful, though
I never thought of that till afterwards when I found it very tender.  Not
a single word did Peggotty speak",english
285," TRADDLES painted on
it, open.  I knocked.  A considerable scuffling within ensued, but nothing
else.  I therefore knocked again. 

A small sharp-looking lad, half-footboy and half-clerk, who was very
much out of breath, but who looked at me as if he defied me to prove it
legally, presented himself",english
286,"

‘You look very well, Mr.  Barkis,’ I said, thinking he would like to know
it. 

Mr.  Barkis rubbed his cheek with his cuff, and then looked at his cuff
as if he expected to find some of the bloom upon it; but made no other
acknowledgement of the compliment",english
287,"

«Ah! pardieu! c’est vous, dit Porthos à d’Artagnan, soyez le bienvenu,
et excusez-moi si je ne vais pas au-devant de vous.  Mais, ajouta-t-il
en regardant d’Artagnan avec une certaine inquiétude, vous savez ce qui
m’est arrivé?

— Non",french
288," ‘You know what I told you about time-servers and
wealth-worshippers?’

Mr.  Dick--with rather a scared look, as if he had forgotten it--returned
a hasty answer in the affirmative. 

‘Mrs.  Crupp is one of them,’ said my aunt",english
289," D’Artagnan
offrit à son ami de mordre une bouchée dans la part qui lui revenait,
quitte à lui rendre plus tard ce qu’il lui aurait emprunté. 

Mais Athos, pour toute réponse, se contenta de hausser les épaules",french
290," She had a little money, but it was less than little as they
would take for all they done.  I’m a’most glad on it, though they was
so poor! What they done, is laid up wheer neither moth or rust doth
corrupt, and wheer thieves do not break through nor steal",english
291,"

Une fois dehors, lui et Planchet prirent leur course, et faisant un
long détour, ils évitèrent le bois et rentrèrent par une autre porte. 

Le bâtiment était toujours prêt à partir, le patron attendait sur le
port",french
292,"

Lorsque d’Artagnan arriva en vue du petit terrain vague qui s’étendait
au pied de ce monastère, Athos attendait depuis cinq minutes seulement,
et midi sonnait.  Il était donc ponctuel comme la Samaritaine, et le
plus rigoureux casuiste à l’égard des duels n’avait rien a dire",french
293,"

Il se serait bien informé d’eux à leurs maîtresses, mais il ne
connaissait ni celle de Porthos, ni celle d’Aramis; quant à Athos, il
n’en avait pas. 

En passant devant l’hôtel des Gardes, il jeta un coup d’oeil dans
l’écurie: trois chevaux étaient déjà rentrés sur quatre",french
294," The remembrance of that
life is fraught with so much pain to me, with so much mental suffering
and want of hope, that I have never had the courage even to examine how
long I was doomed to lead it.  Whether it lasted for a year, or more, or
less, I do not know",english
295," On m’appelle Louis le Juste, monsieur
de Tréville, et tout à l’heure, tout à l’heure nous verrons. »

En effet, la chance tournait, et comme le roi commençait à perdre ce
qu’il avait gagné, il n’était pas fâché de trouver un prétexte pour
faire — qu’on nous passe cette expression de joueur, dont, nous
l’avouons, nous ne connaissons pas l’origine —, pour faire charlemagne",french
296," J’étais le bourreau de la ville de Lille, comme dit cette
femme.  Je fus obligé de marquer le coupable, et le coupable, messieurs,
c’était mon frère!

«Je jurai alors que cette femme qui l’avait perdu, qui était plus que
sa complice, puisqu’elle l’avait poussé au crime, partagerait au moins
le châtiment",french
297,"

Another cause of our being sometimes apart, was, that I had naturally an
interest in going over to Blunderstone, and revisiting the old familiar
scenes of my childhood; while Steerforth, after being there once, had
naturally no great interest in going there again",english
298,"

«Eh bien, soit! dit-elle.  Peut-être, au bout du compte, avez-vous
raison: un homme en sait plus long que les femmes en politique, et vous
surtout, monsieur Bonacieux, qui avez causé avec le cardinal",french
299,"

— Ah! c’est vrai! je puis donc dire au cardinal, à l’endroit de cette
femme…

— Qu’il soit tranquille. 

— Voilà tout?

— Il saura ce que cela veut dire. 

— Il le devinera.  Maintenant, voyons, que dois-je faire?

— Repartir à l’instant même; il me semble que les nouvelles que vous
reportez valent bien la peine que l’on fasse diligence",french
300,"

‘I shall never, Master Copperfield,’ said Mrs.  Micawber, ‘revert to the
period when Mr.  Micawber was in difficulties, without thinking of
you.  Your conduct has always been of the most delicate and obliging
description",english
301," Enfin, que vous
dirai-je, Felton? continua Milady du ton d’une femme qui s’accuse d’un
crime, cette idée me vint et ne me quitta plus sans doute.  C’est de
cette pensée homicide que je porte aujourd’hui la punition",french
302,"

Enfin la lumière disparut. 

Avec cette lueur s’éteignit la dernière irrésolution dans le coeur de
d’Artagnan; il se rappela les détails de la première nuit, et, le coeur
bondissant, la tête en feu, il rentra dans l’hôtel et se précipita dans
la chambre de Ketty",french
303,"

Agnes said she was afraid I must have given her an unpromising
character; but Dora corrected that directly. 

‘Oh no!’ she said, shaking her curls at me; ‘it was all praise.  He
thinks so much of your opinion, that I was quite afraid of it",english
304,"

Mr.  Barkis seemed gruff, and answered drily. 

‘Wasn’t it right, Mr.  Barkis?’ I asked, after a little hesitation. 

‘Why, no,’ said Mr.  Barkis. 

‘Not the message?’

‘The message was right enough, perhaps,’ said Mr",english
305," Let him not put
her away now, and he never shall come near me, living or dying, while
I can raise my hand to make a sign against it, unless, being rid of her
for ever, he comes humbly to me and begs for my forgiveness",english
306,"»

La réponse était terrible.  Anne d’Autriche crut que Louis XIII savait
tout, et que le cardinal avait obtenu de lui cette longue dissimulation
de sept ou huit jours, qui était au reste dans son caractère",french
307,"
Waterbrook, presented me, with much ceremony, to a very awful lady in
a black velvet dress, and a great black velvet hat, whom I remember as
looking like a near relation of Hamlet’s--say his aunt. 

Mrs",english
308," J’ai commencé un
poème en vers d’une syllabe; c’est assez difficile, mais le mérite en
toutes choses est dans la difficulté. 

— Puis, continua Aramis, il respire des passions honnêtes, vous verrez. 
Ah çà, mes amis, nous retournons donc à Paris? Bravo, je suis prêt;
nous allons donc revoir ce bon Porthos, tant mieux",french
309,"

Milady voulut ouvrir la portière et se précipiter. 

«Prenez garde, madame, dit froidement le jeune homme, vous vous tuerez
en sautant. »

Milady se rassit écumante; l’officier se pencha, la regarda à son tour
et parut surpris de voir cette figure, si belle naguère, bouleversée
par la rage et devenue presque hideuse",french
310,"

Nevertheless, I am in a dream, a flustered, happy, hurried dream.  I
can’t believe that it is going to be; and yet I can’t believe but that
everyone I pass in the street, must have some kind of perception, that I
am to be married the day after tomorrow",english
311,"

Cette affirmation parut avoir fixé tous les doutes à l’endroit du
baudrier; on continua donc de l’admirer, mais on n’en parla plus; et
par un de ces revirements rapides de la pensée, la conversation passa
tout à coup à un autre sujet",french
312," Crupp broke out into
rebellion on my first bashful hint in reference to the cooking of the
fish and joint, and said, with a dignified sense of injury, ‘No! No,
sir! You will not ask me sich a thing, for you are better acquainted
with me than to suppose me capable of doing what I cannot do with ampial
satisfaction to my own feelings!’ But, in the end, a compromise was
effected; and Mrs",english
313," I have brought misery on what I
dearly love, I know--you know! I thought it possible that I could truly
love one creature in the world, and not love the rest; I thought it
possible that I could truly mourn for one creature gone out of the
world, and not have some part in the grief of all who mourned",english
314," Le mien, celui du roi, le
meilleur! Un chirurgien! ou, sangdieu! mon brave Athos va trépasser. »

Aux cris de M.  de Tréville, tout le monde se précipita dans son cabinet
sans qu’il songeât à en fermer la porte à personne, chacun s’empressant
autour du blessé",french
315," Athos. 

— Athos, dit le roi machinalement; oui, au fait, je connais ce nom. 

— Que Votre Majesté se le rappelle, dit M.  de Tréville; M.  Athos est ce
mousquetaire qui, dans le fâcheux duel que vous savez, a eu le malheur
de blesser grièvement M",french
316,"
I deplored the untimely death of Mr.  Spenlow, most sincerely, and shed
tears in doing so.  I entreated her to tell Dora, if Dora were in a
state to hear it, that he had spoken to me with the utmost kindness and
consideration; and had coupled nothing but tenderness, not a single or
reproachful word, with her name",english
317,"

— Adopté!» reprirent en choeur les trois mousquetaires. 

Et chacun, allongeant la main vers le sac, prit soixante-quinze
pistoles et fit ses préparatifs pour partir à l’heure convenue. 




CHAPITRE XX",french
318,"

«Faut-il vous rendre, mon officier? dit l’hôte. 

— Non; ajoute seulement deux bouteilles de vin de Champagne et la
différence sera pour les serviettes. »

L’hôte ne faisait pas une aussi bonne affaire qu’il l’avait cru
d’abord, mais il se rattrapa en glissant aux quatre convives deux
bouteilles de vin d’Anjou au lieu de deux bouteilles de vin de
Champagne",french
319," Dick and I sat quietly by the fire, she kept passing
in and out, along this measured track, at an unchanging pace, with the
regularity of a clock-pendulum. 

When my aunt and I were left to ourselves by Mr",english
320," Dick is not, it’s that. ’

I had nothing better to offer, than another timid, ‘Oh, indeed!’

‘He has been CALLED mad,’ said my aunt.  ‘I have a selfish pleasure in
saying he has been called mad, or I should not have had the benefit of
his society and advice for these last ten years and upwards--in fact,
ever since your sister, Betsey Trotwood, disappointed me",english
321," Le portier tira le cordon à la voix de Ketty au
moment même où Milady, à demi nue de son côté, criait par la fenêtre:

«N’ouvrez pas!»




CHAPITRE XXXVIII. 
COMMENT, SANS SE DÉRANGER, ATHOS TROUVA SON ÉQUIPEMENT


Le jeune homme s’enfuit tandis qu’elle le menaçait encore d’un geste
impuissant",french
322,"

— Aussi, mon cher monsieur O’Reilly, vous êtes mon prisonnier, et vous
voudriez sortir à cette heure de mon palais que vous ne le pourriez
pas; prenez-en donc votre parti. 

«Il me sera permis de prévenir ma femme? demanda-t-il",french
323,"

— Silence, monsieur, encore une fois silence! Ah! puisque les dangers
que je cours pour moi-même ne vous arrêtent pas, songez à ceux que vous
pouvez courir, vous!

— Moi?

— Oui, vous.  Il y a danger de la prison, il y a danger de la vie à me
connaître",french
324," When he went to it
again, Em’ly was nigh him.  The t’other was inside.  Peggotty uttered no cry, and shed no tear, and moved no more, until
he seemed to wake again, all at once, and pulled down his rough coat
from its peg in a corner",english
325," On veut nous arrêter, je montre la lettre de M.  Nous armerons les quatre laquais de pistolets et de
mousquetons; si l’on envoie une armée contre nous, nous livrerons
bataille, et le survivant, comme l’a dit d’Artagnan, portera la lettre",french
326," If you would like to call, I am sure papa would be
happy to see you. ’ What could I do but invoke a silent blessing on Miss
Mills’s head, and store Miss Mills’s address in the securest corner of
my memory! What could I do but tell Miss Mills, with grateful looks
and fervent words, how much I appreciated her good offices, and what an
inestimable value I set upon her friendship!

Then Miss Mills benignantly dismissed me, saying, ‘Go back to Dora!’ and
I went; and Dora leaned out of the carriage to talk to me, and we talked
all the rest of the way; and I rode my gallant grey so close to the
wheel that I grazed his near fore leg against it, and ‘took the bark
off’, as his owner told me, ‘to the tune of three pun’ sivin’--which I
paid, and thought extremely cheap for so much joy",english
327," When the time was
expired, Traddles gave her his arm; and we all went out together to the
old house, without saying one word on the way. 

We found Mr.  Micawber at his desk, in the turret office on the
ground floor, either writing, or pretending to write, hard",english
328,"

‘Why, you have,’ returned Traddles. 

‘What have I done?’ said Steerforth. 

‘What have you done?’ retorted Traddles.  ‘Hurt his feelings, and lost
him his situation. ’

‘His feelings?’ repeated Steerforth disdainfully",english
329," Who knows it
better than I? You were exacting, proud, punctilious, selfish.  Yes, he did! Many a time, when you
were put off with a slight word, he has taken Me to his heart!’

She said it with a taunting pride in the midst of her frenzy--for it
was little less--yet with an eager remembrance of it, in which the
smouldering embers of a gentler feeling kindled for the moment",english
330,"

— Tous mes saucissons rongés!

— Il y a énormément de rats dans cette cave. 

— Vous allez me payer tout cela, cria l’hôte exaspéré. 

— Triple drôle!» dit Athos en se soulevant.  Mais il retomba aussitôt;
il venait de donner la mesure de ses forces",french
331," Yet it was busy, too, with all the remembrances
the place naturally awakened; and they were particularly distinct and
vivid. 

In this state, the waiter’s dismal intelligence about the ships
immediately connected itself, without any effort of my volition, with my
uneasiness about Ham",english
332," Perhaps I might have been better friends with your
poor father.  Perhaps I might have been better friends with that poor
child your mother, even after your sister Betsey Trotwood disappointed
me.  When you came to me, a little runaway boy, all dusty and way-worn,
perhaps I thought so",english
333,"
Micawber walked so erect before his fellow man, on the strength of
this virtuous action, that his chest looked half as broad again when he
lighted us downstairs.  We parted with great heartiness on both sides;
and when I had seen Traddles to his own door, and was going home alone,
I thought, among the other odd and contradictory things I mused upon,
that, slippery as Mr",english
334,"

D’Artagnan revint chez Milady le lendemain et le surlendemain, et
chaque fois Milady lui fit un accueil plus gracieux. 

Chaque fois aussi, soit dans l’antichambre, soit dans le corridor, soit
sur l’escalier, il rencontrait la jolie soubrette",french
335,"

So I lost her.  So I saw her afterwards, in my sleep at school--a silent
presence near my bed--looking at me with the same intent face--holding
up her baby in her arms. 



CHAPTER 9.  He was going away at the end of
the half-year, if not sooner, and was more spirited and independent than
before in my eyes, and therefore more engaging than before; but beyond
this I remember nothing",english
336,"

Mais heureusement le jeune séide n’eut aucune occasion de donner au duc
cette preuve de son dévouement, et la jeune femme et le beau
mousquetaire rentrèrent au Louvre par le guichet de l’Échelle sans
avoir été inquiétés…

Quant à d’Artagnan, il se rendit aussitôt au cabaret de la Pomme de
Pin, où il trouva Porthos et Aramis qui l’attendaient",french
337,"

I stood in a window, and looked across the ancient street at the
opposite houses, recalling how I had watched them on wet afternoons,
when I first came there; and how I had used to speculate about the
people who appeared at any of the windows, and had followed them with my
eyes up and down stairs, while women went clicking along the pavement in
pattens, and the dull rain fell in slanting lines, and poured out of the
water-spout yonder, and flowed into the road",english
338,"

— Et maintenant que vous êtes rassemblés, messieurs, dit d’Artagnan,
permettez-moi de vous faire mes excuses. »

À ce mot d’_excuses_, un nuage passa sur le front d’Athos, un sourire
hautain glissa sur les lèvres de Porthos, et un signe négatif fut la
réponse d’Aramis",french
339,"

Le ballet dura une heure; il avait seize entrées. 

Le ballet finit au milieu des applaudissements de toute la salle,
chacun reconduisit sa dame à sa place; mais le roi profita du privilège
qu’il avait de laisser la sienne où il se trouvait, pour s’avancer
vivement vers la reine",french
340,"

— Puis, observa Aramis, Dieu veut la conversion et non la mort du
pécheur. 

— Mais c’est donc un démon que cette créature? dit Porthos en tendant
son assiette à Aramis, qui découpait une volaille. 

— Et ce blanc-seing, dit d’Artagnan, ce blanc-seing est-il resté entre
ses mains?

— Non, il est passé dans les miennes; je ne dirai pas que ce fut sans
peine, par exemple, car je mentirais",french
341,"

What a state of mind I was in! I was jealous of everybody.  I couldn’t
bear the idea of anybody knowing Mr.  Spenlow better than I did.  It was
torturing to me to hear them talk of occurrences in which I had had no
share",english
342,"

— Je prends celui que tient le valet roux. 

— À merveille!

— Vive Dieu! s’écria Aramis, voilà qui me fait passer le reste de ma
douleur; je monterais là-dessus avec trente balles dans le corps.  Ah!
sur mon âme, les beaux étriers! Holà! Bazin, venez çà, et à l’instant
même",french
343," I should not
have been averse to do so, but that I imagined I detected trouble, and
calculation relative to the extent of the cold meat, in Mrs.  Micawber’s
eye.  I therefore pleaded another engagement; and observing that Mrs",english
344," Elle parut prendre un grand intérêt à
lui, lui demanda d’où il était, quels étaient ses amis, et s’il n’avait
pas pensé quelquefois à s’attacher au service de M.  le cardinal. 

D’Artagnan, qui, comme on le sait, était fort prudent pour un garçon de
vingt ans, se souvint alors de ses soupçons sur Milady; il lui fit un
grand éloge de Son Éminence, lui dit qu’il n’eût point manqué d’entrer
dans les gardes du cardinal au lieu d’entrer dans les gardes du roi,
s’il eût connu par exemple M",french
345,"

— Fort bien. 

— Et tenez ferme devant mon mari, qui est retors, malgré ses
soixante-seize ans. 

— Soixante-seize ans! peste! le bel âge! reprit Porthos. 

— Le grand âge, vous voulez dire, monsieur Porthos",french
346," This piece of pollution, picked up
from the water-side, to be made much of for an hour, and then tossed
back to her original place!’

‘No! no!’ cried Emily, clasping her hands together.  ‘When he first came
into my way--that the day had never dawned upon me, and he had met me
being carried to my grave!--I had been brought up as virtuous as you or
any lady, and was going to be the wife of as good a man as you or any
lady in the world can ever marry",english
347,"

— Mais vais-je donc rester toujours seule dans cette grande et triste
chambre? demanda Milady. 

— Une femme des environs a été prévenue, elle sera demain au château,
et viendra toutes les fois que vous désirerez sa présence",french
348,"

Milady souriait à cette pensée, car Felton, c’était désormais sa seule
espérance, son seul moyen de salut. 

Mais Lord de Winter pouvait l’avoir soupçonné, mais Felton maintenant
pouvait être surveillé lui-même",french
349,"»

«Je n’avais qu’un désir, c’était qu’il me tuât. 

«— Prenez garde! lui dis-je, car ma liberté c’est votre déshonneur. 

«— Expliquez-vous, ma belle sibylle. 

«— Oui, car, à peine sortie d’ici, je dirai tout, je dirai la violence
dont vous avez usé envers moi, je dirai ma captivité",french
350," Murdstone.  Murdstone began, when my aunt caught him up with the greatest
irascibility and impatience. 

‘Good Lord, man, there’s no occasion to say that.  Left to her
unconditionally! I think I see David Copperfield looking forward to any
condition of any sort or kind, though it stared him point-blank in the
face! Of course it was left to her unconditionally",english
351,"

En ce moment, le visage de Mme Bonacieux devint livide, une douleur
sourde la terrassa, elle tomba haletante dans les bras de Porthos et
d’Aramis. 

D’Artagnan saisit les mains d’Athos avec une angoisse difficile à
décrire",french
352," It’s a satisfaction to know that she’ll wait for me any
length of time, and that she really is the dearest girl--’

‘When are you to meet her at the coach?’ I ask. 

‘At seven,’ says Traddles, looking at his plain old silver watch--the
very watch he once took a wheel out of, at school, to make a water-mill",english
353,"

When it was first proposed that I should go abroad, or how it came to be
agreed among us that I was to seek the restoration of my peace in change
and travel, I do not, even now, distinctly know.  The spirit of Agnes so
pervaded all we thought, and said, and did, in that time of sorrow, that
I assume I may refer the project to her influence",english
354," That was in the old country.  This is the new. 
Produce your reparation.  Bring it forward!”’

Mr.  Micawber folded his arms in a resolute manner, as if he were then
stationed on the figure-head. 

‘And doing that,’ said Mrs",english
